,ticker,name,sector,asset_class,market_value,weight,notional_value,shares,price,location,exchange,currency,fx_rate,market_currency,accrual_date,etfname,date
139,EOAN,E.ON N,Utilities,Equity,"95,501,341.40",0.18,"95,501,341.40","7,163,764.00",13.33,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
140,9432,NIPPON TELEGRAPH AND TELEPHONE COR,Communication,Equity,"93,620,416.69",0.17,"93,620,416.69","95,346,600.00",0.98,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
141,ASSA B,ASSA ABLOY B,Industrials,Equity,"93,415,590.77",0.17,"93,415,590.77","3,198,146.00",29.21,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,-,EFA,20240531
142,AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,Equity,"93,242,791.07",0.17,"93,242,791.07","3,009,480.00",30.98,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240531
143,7751,CANON INC,Information Technology,Equity,"92,456,480.32",0.17,"92,456,480.32","3,191,800.00",28.97,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
144,3382,SEVEN & I HOLDINGS LTD,Consumer Staples,Equity,"92,181,630.47",0.17,"92,181,630.47","7,142,940.00",12.91,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
145,UOB,UNITED OVERSEAS BANK LTD,Financials,Equity,"91,903,036.18",0.17,"91,903,036.18","4,034,600.00",22.78,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240531
146,HEIA,HEINEKEN NV,Consumer Staples,Equity,"91,661,499.29",0.17,"91,661,499.29","918,959.00",99.74,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240531
147,6273,SMC (JAPAN) CORP,Industrials,Equity,"91,626,122.37",0.17,"91,626,122.37","182,700.00",501.51,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
148,LR,LEGRAND SA,Industrials,Equity,"90,635,954.23",0.17,"90,635,954.23","842,475.00",107.58,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
149,VWS,VESTAS WIND SYSTEMS,Industrials,Equity,"90,444,985.54",0.17,"90,444,985.54","3,222,299.00",28.07,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.87,DKK,-,EFA,20240531
150,HLN,HALEON PLC,Consumer Staples,Equity,"89,706,777.55",0.17,"89,706,777.55","21,672,632.00",4.14,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
151,6723,RENESAS ELECTRONICS CORP,Information Technology,Equity,"89,213,147.09",0.16,"89,213,147.09","4,775,000.00",18.68,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
152,ADYEN,ADYEN NV,Financials,Equity,"89,192,848.23",0.16,"89,192,848.23","69,345.00","1,286.22",Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240531
153,7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,Equity,"89,024,246.40",0.16,"89,024,246.40","10,226,400.00",8.71,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
154,FMG,FORTESCUE LTD,Materials,Equity,"88,904,339.57",0.16,"88,904,339.57","5,403,423.00",16.45,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240531
155,STMPA,STMICROELECTRONICS NV,Information Technology,Equity,"88,755,435.47",0.16,"88,755,435.47","2,159,742.00",41.10,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
156,TSCO,TESCO PLC,Consumer Staples,Equity,"88,610,197.20",0.16,"88,610,197.20","22,378,279.00",3.96,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
157,8002,MARUBENI CORP,Industrials,Equity,"88,005,790.83",0.16,"88,005,790.83","4,519,500.00",19.47,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
158,ML,MICHELIN,Consumer Discretionary,Equity,"87,404,633.91",0.16,"87,404,633.91","2,167,234.00",40.33,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
159,6301,KOMATSU LTD,Industrials,Equity,"86,352,631.65",0.16,"86,352,631.65","2,951,900.00",29.25,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
160,8053,SUMITOMO CORP,Industrials,Equity,"86,146,509.27",0.16,"86,146,509.27","3,317,200.00",25.97,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
161,DSY,DASSAULT SYSTEMES,Information Technology,Equity,"85,933,259.79",0.16,"85,933,259.79","2,135,349.00",40.24,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
162,8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,"85,710,923.57",0.16,"85,710,923.57","4,105,164.00",20.88,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
163,6954,FANUC CORP,Industrials,Equity,"85,116,290.05",0.16,"85,116,290.05","3,040,600.00",27.99,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
164,DSV,DSV,Industrials,Equity,"84,930,091.84",0.16,"84,930,091.84","553,633.00",153.41,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.87,DKK,-,EFA,20240531
165,NWG,NATWEST GROUP PLC,Financials,Equity,"83,734,605.77",0.15,"83,734,605.77","20,878,428.00",4.01,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
166,PRU,PRUDENTIAL PLC,Financials,Equity,"83,444,788.88",0.15,"83,444,788.88","8,773,684.00",9.51,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
167,G,ASSICURAZIONI GENERALI,Financials,Equity,"83,379,965.25",0.15,"83,379,965.25","3,254,467.00",25.62,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240531
168,6857,ADVANTEST CORP,Information Technology,Equity,"82,650,798.94",0.15,"82,650,798.94","2,444,600.00",33.81,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
169,VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,Equity,"82,142,732.77",0.15,"82,142,732.77","657,963.00",124.84,Germany,Xetra,USD,0.92,EUR,"Jan 02, 1990",EFA,20240531
170,TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Equity,"82,087,539.20",0.15,"82,087,539.20","9,866,557.00",8.32,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240531
171,ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,"82,043,277.80",0.15,"82,043,277.80","4,980,465.00",16.47,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,-,EFA,20240531
172,WOW,WOOLWORTHS GROUP LTD,Consumer Staples,Equity,"81,915,725.61",0.15,"81,915,725.61","3,897,857.00",21.02,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240531
173,EQNR,EQUINOR,Energy,Equity,"81,793,883.04",0.15,"81,793,883.04","2,836,264.00",28.84,Norway,Oslo Bors Asa,USD,10.50,NOK,-,EFA,20240531
174,KER,KERING SA,Consumer Discretionary,Equity,"81,794,695.27",0.15,"81,794,695.27","237,532.00",344.35,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
175,PUB,PUBLICIS GROUPE SA,Communication,Equity,"81,503,031.90",0.15,"81,503,031.90","730,316.00",111.60,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
176,UMG,UNIVERSAL MUSIC GROUP NV,Communication,Equity,"81,464,220.87",0.15,"81,464,220.87","2,625,638.00",31.03,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240531
177,4901,FUJIFILM HOLDINGS CORP,Information Technology,Equity,"80,569,349.33",0.15,"80,569,349.33","3,537,600.00",22.78,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
178,8591,ORIX CORP,Financials,Equity,"80,542,149.61",0.15,"80,542,149.61","3,701,900.00",21.76,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
179,6702,FUJITSU LTD,Information Technology,Equity,"80,305,867.19",0.15,"80,305,867.19","5,563,000.00",14.44,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
180,RHM,RHEINMETALL AG,Industrials,Equity,"79,637,299.76",0.15,"79,637,299.76","138,988.00",572.98,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
181,8750,DAI-ICHI LIFE HOLDINGS INC,Financials,Equity,"79,338,593.43",0.15,"79,338,593.43","2,963,552.00",26.77,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
182,5108,BRIDGESTONE CORP,Consumer Discretionary,Equity,"79,296,904.13",0.15,"79,296,904.13","1,821,800.00",43.53,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
183,SE,SEA ADS REPRESENTING LTD CLASS A,Communication,Equity,"78,710,494.72",0.15,"78,710,494.72","1,165,736.00",67.52,Singapore,New York Stock Exchange Inc.,USD,1.00,USD,-,EFA,20240531
184,SSE,SSE PLC,Utilities,Equity,"77,960,027.16",0.14,"77,960,027.16","3,488,978.00",22.34,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
185,8801,MITSUI FUDOSAN LTD,Real Estate,Equity,"77,343,973.72",0.14,"77,343,973.72","8,437,500.00",9.17,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
186,RWE,RWE AG,Utilities,Equity,"76,304,228.98",0.14,"76,304,228.98","2,017,440.00",37.82,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
187,SAND,SANDVIK,Industrials,Equity,"74,562,822.57",0.14,"74,562,822.57","3,402,135.00",21.92,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,-,EFA,20240531
188,MRK,MERCK,Health Care,Equity,"74,540,120.73",0.14,"74,540,120.73","412,388.00",180.75,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
189,VIE,VEOLIA ENVIRON. SA,Utilities,Equity,"73,285,463.17",0.14,"73,285,463.17","2,198,921.00",33.33,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
190,VNA,VONOVIA SE,Real Estate,Equity,"73,143,340.44",0.14,"73,143,340.44","2,339,443.00",31.27,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
191,4543,TERUMO CORP,Health Care,Equity,"72,735,390.88",0.13,"72,735,390.88","4,280,900.00",16.99,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
192,DTG,DAIMLER TRUCK HOLDING E AG,Industrials,Equity,"72,579,280.07",0.13,"72,579,280.07","1,706,826.00",42.52,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
193,HEXA B,HEXAGON CLASS B,Information Technology,Equity,"72,563,688.28",0.13,"72,563,688.28","6,624,712.00",10.95,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,-,EFA,20240531
194,SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,"71,807,020.38",0.13,"71,807,020.38","5,063,418.00",14.18,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,-,EFA,20240531
195,NSIS B,NOVOZYMES B,Materials,Equity,"70,798,408.11",0.13,"70,798,408.11","1,190,491.00",59.47,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.87,DKK,-,EFA,20240531
196,VOD,VODAFONE GROUP PLC,Communication,Equity,"70,713,828.14",0.13,"70,713,828.14","73,446,490.00",0.96,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
197,ARGX,ARGENX,Health Care,Equity,"70,138,774.61",0.13,"70,138,774.61","189,634.00",369.86,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240531
198,STAN,STANDARD CHARTERED PLC,Financials,Equity,"69,717,870.47",0.13,"69,717,870.47","7,043,734.00",9.90,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
199,CHF,CHF CASH,Cash and/or Derivatives,Cash,"69,026,659.52",0.13,"69,026,659.52","62,272,401.00",110.85,Switzerland,-,USD,0.90,CHF,-,EFA,20240531
200,PHIA,KONINKLIJKE PHILIPS NV,Health Care,Equity,"68,622,157.40",0.13,"68,622,157.40","2,540,646.00",27.01,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240531
201,ORA,ORANGE SA,Communication,Equity,"68,508,405.41",0.13,"68,508,405.41","5,884,055.00",11.64,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,"Jan 01, 1998",EFA,20240531
202,CABK,CAIXABANK SA,Financials,Equity,"68,475,726.36",0.13,"68,475,726.36","11,968,954.00",5.72,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240531
203,TEF,TELEFONICA SA,Communication,Equity,"68,283,313.43",0.13,"68,283,313.43","14,678,914.00",4.65,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240531
204,GLE,SOCIETE GENERALE SA,Financials,Equity,"68,149,287.76",0.13,"68,149,287.76","2,291,920.00",29.73,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
205,DSFIR,DSM FIRMENICH AG,Materials,Equity,"68,060,008.83",0.13,"68,060,008.83","593,407.00",114.69,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240531
206,DANSKE,DANSKE BANK,Financials,Equity,"66,840,785.39",0.12,"66,840,785.39","2,179,606.00",30.67,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.87,DKK,-,EFA,20240531
207,6594,NIDEC CORP,Industrials,Equity,"66,469,231.60",0.12,"66,469,231.60","1,331,800.00",49.91,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
208,IMB,IMPERIAL BRANDS PLC,Consumer Staples,Equity,"66,338,207.58",0.12,"66,338,207.58","2,684,365.00",24.71,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
209,6920,LASERTEC CORP,Information Technology,Equity,"65,883,693.40",0.12,"65,883,693.40","255,700.00",257.66,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
210,NOKIA,NOKIA,Information Technology,Equity,"65,717,968.12",0.12,"65,717,968.12","16,857,722.00",3.90,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,"Jan 01, 1998",EFA,20240531
211,SLHN,SWISS LIFE HOLDING AG,Financials,Equity,"65,603,238.49",0.12,"65,603,238.49","94,272.00",695.89,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240531
212,6752,PANASONIC HOLDINGS CORP,Consumer Discretionary,Equity,"65,497,739.85",0.12,"65,497,739.85","7,439,568.00",8.80,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
213,4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,"65,198,911.83",0.12,"65,198,911.83","2,143,000.00",30.42,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
214,4452,KAO CORP,Consumer Staples,Equity,"65,160,843.81",0.12,"65,160,843.81","1,486,600.00",43.83,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
215,FER,FERROVIAL,Industrials,Equity,"65,122,736.73",0.12,"65,122,736.73","1,654,379.00",39.36,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240531
216,GEBN,GEBERIT AG,Industrials,Equity,"65,077,944.02",0.12,"65,077,944.02","106,668.00",610.10,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240531
217,UPM,UPM-KYMMENE,Materials,Equity,"64,986,450.62",0.12,"64,986,450.62","1,703,051.00",38.16,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240531
218,6178,JAPAN POST HOLDINGS LTD,Financials,Equity,"64,109,243.06",0.12,"64,109,243.06","6,649,800.00",9.64,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
219,EVO,EVOLUTION,Consumer Discretionary,Equity,"62,948,324.65",0.12,"62,948,324.65","586,915.00",107.25,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,-,EFA,20240531
220,REP,REPSOL SA,Energy,Equity,"62,293,657.28",0.12,"62,293,657.28","3,820,358.00",16.31,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240531
221,6762,TDK CORP,Information Technology,Equity,"61,975,662.60",0.11,"61,975,662.60","1,240,500.00",49.96,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
222,SAMPO,SAMPO,Financials,Equity,"60,877,678.07",0.11,"60,877,678.07","1,421,842.00",42.82,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240531
223,8630,SOMPO HOLDINGS INC,Financials,Equity,"60,724,704.89",0.11,"60,724,704.89","2,869,950.00",21.16,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
224,AER,AERCAP HOLDINGS NV,Industrials,Equity,"60,574,118.12",0.11,"60,574,118.12","653,372.00",92.71,Netherlands,New York Stock Exchange Inc.,USD,1.00,USD,-,EFA,20240531
225,8802,MITSUBISHI ESTATE CO LTD,Real Estate,Equity,"60,328,309.20",0.11,"60,328,309.20","3,591,700.00",16.80,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
226,LGEN,LEGAL AND GENERAL GROUP PLC,Financials,Equity,"60,144,370.13",0.11,"60,144,370.13","18,895,498.00",3.18,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
227,TEVA,TEVA PHARMACEUTICAL INDUSTRIES ADR,Health Care,Equity,"59,882,815.19",0.11,"59,882,815.19","3,537,083.00",16.93,Israel,New York Stock Exchange Inc.,USD,1.00,USD,-,EFA,20240531
228,7733,OLYMPUS CORP,Health Care,Equity,"59,746,802.63",0.11,"59,746,802.63","3,795,800.00",15.74,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
229,5401,NIPPON STEEL CORP,Materials,Equity,"59,616,599.45",0.11,"59,616,599.45","2,729,735.00",21.84,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
230,GMAB,GENMAB,Health Care,Equity,"59,481,549.48",0.11,"59,481,549.48","210,986.00",281.92,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.87,DKK,-,EFA,20240531
231,7269,SUZUKI MOTOR CORP,Consumer Discretionary,Equity,"59,469,064.56",0.11,"59,469,064.56","5,014,900.00",11.86,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
232,8604,NOMURA HOLDINGS INC,Financials,Equity,"58,003,212.32",0.11,"58,003,212.32","9,589,600.00",6.05,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
233,6701,NEC CORP,Information Technology,Equity,"57,842,040.79",0.11,"57,842,040.79","781,900.00",73.98,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
234,CLNX,CELLNEX TELECOM SA,Communication,Equity,"57,438,081.90",0.11,"57,438,081.90","1,577,962.00",36.40,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240531
235,KBC,KBC GROEP,Financials,Equity,"57,428,784.08",0.11,"57,428,784.08","791,213.00",72.58,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240531
236,4503,ASTELLAS PHARMA INC,Health Care,Equity,"56,899,208.53",0.11,"56,899,208.53","5,774,250.00",9.85,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
237,ERIC B,ERICSSON B,Information Technology,Equity,"56,886,136.57",0.11,"56,886,136.57","9,264,213.00",6.14,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,"Jan 01, 1998",EFA,20240531
238,QBE,QBE INSURANCE GROUP LTD,Financials,Equity,"56,749,424.11",0.10,"56,749,424.11","4,793,880.00",11.84,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240531
239,UCB,UCB SA,Health Care,Equity,"56,341,224.92",0.10,"56,341,224.92","403,410.00",139.66,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240531
240,CBK,COMMERZBANK AG,Financials,Equity,"56,198,849.35",0.10,"56,198,849.35","3,331,245.00",16.87,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
241,SWED A,SWEDBANK,Financials,Equity,"55,635,656.81",0.10,"55,635,656.81","2,682,858.00",20.74,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,-,EFA,20240531
242,2502,ASAHI GROUP HOLDINGS LTD,Consumer Staples,Equity,"55,603,436.32",0.10,"55,603,436.32","1,522,000.00",36.53,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
243,KNEBV,KONE,Industrials,Equity,"55,088,791.90",0.10,"55,088,791.90","1,084,527.00",50.80,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240531
244,9022,CENTRAL JAPAN RAILWAY,Industrials,Equity,"55,071,837.47",0.10,"55,071,837.47","2,464,900.00",22.34,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
245,4578,OTSUKA HOLDINGS LTD,Health Care,Equity,"54,998,822.74",0.10,"54,998,822.74","1,335,000.00",41.20,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
246,ALL,ARISTOCRAT LEISURE LTD,Consumer Discretionary,Equity,"54,693,806.16",0.10,"54,693,806.16","1,830,406.00",29.88,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240531
247,ACA,CREDIT AGRICOLE SA,Financials,Equity,"54,629,947.34",0.10,"54,629,947.34","3,371,682.00",16.20,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
248,PRY,PRYSMIAN,Industrials,Equity,"54,618,582.40",0.10,"54,618,582.40","838,252.00",65.16,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240531
249,HO,THALES SA,Industrials,Equity,"54,606,370.55",0.10,"54,606,370.55","301,834.00",180.92,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240531
250,669,TECHTRONIC INDUSTRIES LTD,Industrials,Equity,"53,701,567.50",0.10,"53,701,567.50","4,390,033.00",12.23,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240531
251,IHG,INTERCONTINENTAL HOTELS GROUP PLC,Consumer Discretionary,Equity,"53,672,390.24",0.10,"53,672,390.24","533,614.00",100.58,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
252,EBS,ERSTE GROUP BANK AG,Financials,Equity,"52,997,798.82",0.10,"52,997,798.82","1,082,459.00",48.96,Austria,Wiener Boerse Ag,USD,0.92,EUR,-,EFA,20240531
253,DNB,DNB BANK,Financials,Equity,"52,898,731.25",0.10,"52,898,731.25","2,707,206.00",19.54,Norway,Oslo Bors Asa,USD,10.50,NOK,-,EFA,20240531
254,2802,AJINOMOTO INC,Consumer Staples,Equity,"52,820,290.18",0.10,"52,820,290.18","1,480,900.00",35.67,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
255,AV.,AVIVA PLC,Financials,Equity,"52,820,887.74",0.10,"52,820,887.74","8,644,867.00",6.11,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240531
256,SHL,SIEMENS HEALTHINEERS AG,Health Care,Equity,"52,143,384.83",0.10,"52,143,384.83","899,810.00",57.95,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
257,STO,SANTOS LTD,Energy,Equity,"52,077,757.62",0.10,"52,077,757.62","10,262,979.00",5.07,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240531
258,LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Equity,"51,575,718.67",0.10,"51,575,718.67","520,459.00",99.10,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240531
259,ENR,SIEMENS ENERGY N AG,Industrials,Equity,"51,540,612.53",0.10,"51,540,612.53","1,912,837.00",26.94,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
260,SOON,SONOVA HOLDING AG,Health Care,Equity,"50,536,333.87",0.09,"50,536,333.87","160,082.00",315.69,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240531
261,BEI,BEIERSDORF AG,Consumer Staples,Equity,"50,402,093.39",0.09,"50,402,093.39","321,634.00",156.71,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
262,SY1,SYMRISE AG,Materials,Equity,"50,296,036.30",0.09,"50,296,036.30","423,687.00",118.71,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
263,1925,DAIWA HOUSE INDUSTRY LTD,Real Estate,Equity,"49,750,898.85",0.09,"49,750,898.85","1,872,600.00",26.57,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
264,9020,EAST JAPAN RAILWAY,Industrials,Equity,"49,742,225.97",0.09,"49,742,225.97","2,863,800.00",17.37,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
265,ESSITY B,ESSITY CLASS B,Consumer Staples,Equity,"49,385,749.44",0.09,"49,385,749.44","1,927,272.00",25.62,Sweden,Nasdaq Omx Nordic,USD,10.52,SEK,-,EFA,20240531
266,HEN3,HENKEL & KGAA PREF AG,Consumer Staples,Equity,"48,318,715.41",0.09,"48,318,715.41","535,476.00",90.24,Germany,Xetra,USD,0.92,EUR,-,EFA,20240531
267,CCEP,COCA COLA EUROPACIFIC PARTNERS PLC,Consumer Staples,Equity,"47,964,055.23",0.09,"47,964,055.23","650,713.00",73.71,Netherlands,NASDAQ,USD,1.00,USD,-,EFA,20240531
268,Z74,SINGAPORE TELECOMMUNICATIONS LTD,Communication,Equity,"47,873,861.66",0.09,"47,873,861.66","26,093,185.00",1.83,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240531
269,8309,SUMITOMO MITSUI TRUST HOLDINGS INC,Financials,Equity,"47,872,142.67",0.09,"47,872,142.67","2,065,020.00",23.18,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
270,COLO B,COLOPLAST B,Health Care,Equity,"47,843,129.81",0.09,"47,843,129.81","398,540.00",120.05,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.87,DKK,-,EFA,20240531
271,9101,NIPPON YUSEN,Industrials,Equity,"47,818,187.02",0.09,"47,818,187.02","1,507,400.00",31.72,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
272,KRX,KINGSPAN GROUP PLC,Industrials,Equity,"47,587,997.49",0.09,"47,587,997.49","497,003.00",95.75,Ireland,Irish Stock Exchange - All Market,USD,0.92,EUR,-,EFA,20240531
273,5020,ENEOS HOLDINGS INC,Energy,Equity,"47,410,295.21",0.09,"47,410,295.21","9,193,350.00",5.16,Japan,Tokyo Stock Exchange,USD,157.15,JPY,-,EFA,20240531
